loan_id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,loan_status,purpose,dti,delinq_2yrs,open_acc,pub_rec,revol_util,total_acc,addr_state,issue_d,is_default
LC000183,25000,60,16.55,615.28,C,C2,5 years,OTHER,62036,Fully Paid,debt_consolidation,23.05,1,20,1,71.2,37,OH,2018-04-01,0
LC000184,20000,60,12.04,445.29,B,B2,10+ years,OTHER,35528,Fully Paid,vacation,25.3,0,24,0,67.4,41,MI,2021-01-01,0
LC000185,5000,60,6.18,97.08,A,A1,2 years,OTHER,78154,Current,debt_consolidation,33.91,0,29,0,61.6,46,GA,2021-04-01,0
LC000186,35000,36,19.97,1300.19,D,D1,6 years,OWN,142494,Fully Paid,medical,9.14,2,30,1,83.0,50,VA,2018-12-01,0
LC000187,10000,36,6.02,304.31,A,A1,2 years,MORTGAGE,50243,Fully Paid,debt_consolidation,14.88,1,7,0,92.9,26,TX,2019-08-01,0
LC000188,35000,36,5.37,1054.81,A,A3,2 years,OWN,87050,Current,credit_card,9.95,0,13,0,29.4,32,IN,2022-09-01,0
LC000189,7500,36,7.16,232.13,A,A3,10+ years,MORTGAGE,81857,Current,credit_card,12.73,2,29,0,51.4,45,MA,2022-01-01,0
LC000190,7500,36,11.52,247.39,B,B1,2 years,OTHER,107407,Fully Paid,car,9.59,0,29,0,53.8,42,NY,2017-01-01,0
LC000191,15000,36,6.8,461.79,A,A1,4 years,MORTGAGE,70643,Current,debt_consolidation,18.2,0,15,0,53.5,35,WI,2016-12-01,0
LC000192,5000,36,7.13,154.68,A,A5,10+ years,RENT,59502,Current,debt_consolidation,6.14,0,28,0,29.5,48,IL,2019-11-01,0
LC000193,5000,36,22.58,192.46,E,E3,< 1 year,MORTGAGE,68598,Fully Paid,car,24.64,0,9,0,90.4,20,OH,2021-11-01,0
LC000194,5000,60,8.73,103.14,A,A5,3 years,RENT,91224,Current,major_purchase,44.74,0,20,0,67.2,28,FL,2018-12-01,0
LC000195,20000,60,10.22,427.11,B,B2,9 years,RENT,38979,Current,debt_consolidation,26.29,0,14,0,95.9,19,CA,2020-04-01,0
LC000196,30000,36,14.22,1028.54,C,C3,2 years,MORTGAGE,49233,Current,major_purchase,24.83,0,22,0,28.1,26,MO,2018-05-01,0
LC000197,40000,36,17.15,1429.1,D,D1,10+ years,RENT,73147,Fully Paid,major_purchase,11.73,2,20,0,77.5,31,WA,2018-10-01,0
LC000198,40000,60,16.03,973.36,C,C5,5 years,OWN,162764,Fully Paid,debt_consolidation,6.32,0,21,1,65.9,25,TN,2020-01-01,0
LC000199,30000,60,8.53,615.93,A,A3,10+ years,RENT,112383,Fully Paid,debt_consolidation,1.8,0,6,0,52.1,14,NC,2017-07-01,0
LC000200,20000,36,18.93,732.41,D,D1,6 years,OTHER,43569,Default,credit_card,27.19,0,7,0,23.0,23,NC,2018-03-01,1
LC000201,30000,36,15.36,1045.26,C,C1,6 years,MORTGAGE,93576,Charged Off,home_improvement,29.13,0,10,0,57.3,15,IL,2015-10-01,1
LC000202,15000,60,9.87,317.75,B,B2,6 years,MORTGAGE,68716,Fully Paid,credit_card,27.29,0,18,0,83.0,37,IL,2017-10-01,0
LC000203,7500,36,19.09,275.26,D,D3,9 years,MORTGAGE,44579,Fully Paid,medical,40.92,0,29,0,9.6,44,WI,2015-09-01,0
LC000204,20000,60,15.79,484.13,C,C2,8 years,MORTGAGE,84962,Default,medical,19.3,3,18,0,38.1,36,MD,2016-07-01,1
LC000205,5000,36,17.47,179.44,D,D1,8 years,OWN,25978,Fully Paid,debt_consolidation,0.32,0,25,0,40.9,28,IL,2021-11-01,0
LC000206,35000,60,14.93,831.36,C,C5,4 years,OTHER,58202,Current,credit_card,16.66,0,11,2,57.8,23,IL,2016-12-01,0
LC000207,5000,36,28.86,209.15,F,F1,6 years,MORTGAGE,126847,Late (31-120 days),debt_consolidation,0.24,0,7,0,60.0,9,NY,2019-04-01,1
LC000208,40000,36,8.09,1255.12,A,A4,6 years,MORTGAGE,69190,Fully Paid,medical,7.89,0,3,0,65.7,19,MI,2018-01-01,0
LC000209,25000,36,18.58,911.1,D,D5,< 1 year,RENT,39843,Fully Paid,debt_consolidation,26.37,0,26,0,91.9,43,MI,2020-06-01,0
LC000210,7500,36,15.01,260.03,C,C2,6 years,MORTGAGE,46005,Current,credit_card,15.3,0,19,1,87.6,37,NC,2022-07-01,0
LC000211,25000,60,20.98,676.05,D,D4,9 years,MORTGAGE,63660,Fully Paid,home_improvement,30.46,0,13,0,35.3,30,CA,2019-04-01,0
LC000212,15000,36,19.98,557.3,D,D3,2 years,OWN,19799,Current,debt_consolidation,41.86,0,26,0,73.5,34,OH,2018-04-01,0
LC000213,35000,60,12.39,785.47,B,B1,1 year,MORTGAGE,93446,Fully Paid,debt_consolidation,16.7,0,21,1,49.1,37,NC,2021-04-01,0
LC000214,10000,36,13.48,339.26,C,C4,8 years,RENT,25433,Fully Paid,credit_card,23.32,0,3,0,21.1,21,FL,2020-06-01,0
LC000215,25000,60,14.49,588.08,C,C2,9 years,RENT,40598,Current,debt_consolidation,38.44,0,8,0,97.9,15,FL,2019-04-01,0
LC000216,35000,36,6.26,1068.9,A,A2,< 1 year,RENT,60139,Current,credit_card,21.9,0,30,0,39.8,35,TX,2018-05-01,0
LC000217,5000,36,10.4,162.28,B,B3,5 years,MORTGAGE,107063,Fully Paid,debt_consolidation,30.58,0,21,0,64.9,26,MI,2020-06-01,0
LC000218,25000,60,17.29,625.22,D,D1,4 years,OWN,54675,Current,credit_card,7.29,0,13,0,71.0,32,WA,2019-08-01,0
LC000219,12000,60,20.76,323.02,D,D5,6 years,RENT,91986,Fully Paid,car,31.53,0,8,0,9.6,23,MO,2015-01-01,0
LC000220,12000,36,30.14,510.34,G,G1,2 years,RENT,119238,Fully Paid,debt_consolidation,28.19,0,29,0,3.5,40,NJ,2022-08-01,0
LC000221,40000,36,11.56,1320.18,B,B4,8 years,RENT,81553,Fully Paid,debt_consolidation,24.02,2,18,0,80.5,32,MI,2020-07-01,0
LC000222,30000,36,8.06,940.92,A,A2,7 years,OWN,89246,Current,debt_consolidation,35.91,0,28,0,37.4,41,MO,2021-07-01,0
LC000223,40000,60,15.74,967.21,C,C4,1 year,OWN,25170,Default,debt_consolidation,12.81,1,28,0,18.8,30,PA,2017-05-01,1
LC000224,7500,36,13.5,254.51,C,C3,7 years,RENT,67440,Fully Paid,other,19.73,0,5,0,49.4,15,AZ,2019-08-01,0
LC000225,30000,36,20.58,1123.79,D,D3,2 years,RENT,83848,Fully Paid,debt_consolidation,11.25,0,3,0,76.8,10,WA,2022-04-01,0
LC000226,20000,36,15.91,702.25,C,C1,3 years,OWN,81503,Fully Paid,credit_card,33.51,0,6,0,63.9,12,VA,2015-11-01,0
LC000227,5000,36,15.76,175.19,C,C3,4 years,MORTGAGE,57761,Default,debt_consolidation,30.98,0,27,0,15.8,29,WI,2020-11-01,1
LC000228,20000,60,14.75,473.18,C,C5,2 years,OWN,45534,Current,other,8.68,0,14,0,25.1,15,TN,2022-09-01,0
LC000229,35000,36,7.12,1082.62,A,A2,5 years,MORTGAGE,20732,Fully Paid,credit_card,20.22,1,20,0,0.1,40,IN,2021-12-01,0
LC000230,35000,60,24.06,1008.1,E,E5,1 year,MORTGAGE,68645,Charged Off,debt_consolidation,6.94,0,16,0,11.0,32,NY,2015-03-01,1
LC000231,35000,60,11.36,767.28,B,B4,< 1 year,MORTGAGE,151057,Fully Paid,debt_consolidation,2.21,0,25,0,93.0,31,TN,2016-08-01,0
LC000232,12000,60,13.39,275.44,C,C4,< 1 year,MORTGAGE,38283,Late (31-120 days),major_purchase,32.63,0,9,0,65.7,27,PA,2021-12-01,1
LC000233,25000,36,15.63,874.37,C,C4,6 years,MORTGAGE,45864,Current,other,24.03,0,14,1,55.0,24,VA,2021-11-01,0
LC000234,30000,36,14.59,1033.95,C,C5,6 years,MORTGAGE,106106,Default,credit_card,32.68,5,22,0,13.5,31,CA,2019-04-01,1
LC000235,10000,36,8.56,315.95,A,A3,8 years,MORTGAGE,35128,Current,medical,11.24,0,12,0,40.0,18,NY,2020-08-01,0
LC000236,40000,36,20.12,1488.99,D,D5,1 year,MORTGAGE,34412,Fully Paid,major_purchase,41.48,0,29,0,93.0,32,GA,2015-11-01,0
LC000237,5000,60,12.99,113.74,B,B1,9 years,RENT,65172,Fully Paid,debt_consolidation,43.7,1,21,0,22.2,30,WA,2017-03-01,0
LC000238,10000,36,17.79,360.47,D,D5,1 year,RENT,53969,Fully Paid,credit_card,17.79,0,20,0,73.6,27,GA,2016-05-01,0
LC000239,40000,60,28.08,1247.36,F,F1,6 years,OWN,53669,Default,debt_consolidation,7.62,0,29,2,44.2,33,MA,2015-04-01,1
LC000240,15000,36,7.78,468.52,A,A1,< 1 year,RENT,73417,Current,debt_consolidation,5.01,0,3,0,74.0,9,OH,2019-09-01,0
LC000241,12000,60,7.47,240.28,A,A1,10+ years,OWN,51998,Current,credit_card,2.39,0,3,0,66.0,14,FL,2015-05-01,0
LC000242,7500,36,11.0,245.54,B,B4,1 year,MORTGAGE,62912,Fully Paid,credit_card,20.61,3,3,0,92.2,12,NJ,2022-07-01,0
LC000243,5000,60,20.51,133.89,D,D3,3 years,OTHER,114583,Fully Paid,home_improvement,40.07,1,3,1,94.9,10,IL,2020-07-01,0
LC000244,15000,60,10.32,321.07,B,B5,10+ years,RENT,49975,Fully Paid,small_business,24.4,0,7,0,68.4,13,IL,2019-12-01,0
LC000245,7500,36,8.36,236.27,A,A2,9 years,MORTGAGE,45638,Current,home_improvement,6.55,0,13,1,41.4,26,MI,2022-12-01,0
LC000246,40000,60,27.42,1231.47,F,F3,3 years,RENT,20823,Fully Paid,debt_consolidation,27.56,0,10,0,35.9,25,IL,2022-12-01,0
LC000247,12000,60,9.26,250.62,B,B4,3 years,RENT,31509,Current,debt_consolidation,41.72,5,30,0,68.8,44,GA,2021-07-01,0
LC000248,5000,36,22.81,193.05,E,E3,9 years,MORTGAGE,77371,Current,credit_card,37.22,0,10,0,39.6,11,MO,2021-09-01,0
LC000249,15000,60,5.22,284.58,A,A4,4 years,MORTGAGE,52147,Current,credit_card,23.26,0,29,0,9.0,45,FL,2017-10-01,0
LC000250,12000,60,5.36,228.44,A,A4,< 1 year,RENT,85112,Fully Paid,debt_consolidation,14.58,0,25,0,71.8,28,NY,2016-12-01,0
LC000251,5000,60,16.65,123.32,C,C4,8 years,MORTGAGE,33974,Current,other,25.45,0,7,0,14.5,8,AZ,2019-05-01,0
LC000252,40000,60,9.95,848.9,B,B2,2 years,OTHER,64608,Current,debt_consolidation,26.5,0,16,0,60.1,16,GA,2019-10-01,0
LC000253,20000,60,9.2,417.11,B,B2,10+ years,RENT,76956,Fully Paid,debt_consolidation,18.76,0,24,0,66.1,43,MD,2017-08-01,0
LC000254,7500,60,6.1,145.35,A,A3,6 years,MORTGAGE,32110,Current,debt_consolidation,23.72,0,25,0,5.8,43,IN,2016-08-01,0
LC000255,10000,60,18.99,259.35,D,D3,5 years,RENT,77128,Late (31-120 days),credit_card,32.81,0,28,0,60.9,37,OH,2015-02-01,1
LC000256,12000,36,17.8,432.63,D,D2,6 years,OWN,46996,Fully Paid,other,12.67,1,12,0,55.0,12,FL,2020-06-01,0
LC000257,5000,60,30.93,164.63,G,G2,5 years,MORTGAGE,62821,Default,debt_consolidation,28.22,2,20,1,46.2,33,TX,2019-10-01,1
LC000258,25000,60,16.37,612.88,C,C1,10+ years,RENT,101155,Fully Paid,debt_consolidation,25.69,0,22,0,78.2,31,NJ,2015-05-01,0
LC000259,5000,60,12.65,112.87,B,B4,4 years,RENT,53699,Current,major_purchase,19.97,0,18,1,15.4,28,TN,2019-06-01,0
LC000260,35000,36,22.24,1341.02,E,E5,2 years,RENT,33963,Fully Paid,home_improvement,1.98,1,30,0,46.7,31,FL,2019-01-01,0
LC000261,7500,36,21.63,284.99,E,E3,4 years,RENT,49246,Late (31-120 days),debt_consolidation,5.15,3,20,0,20.7,31,MO,2020-05-01,1
LC000262,5000,36,22.88,193.24,E,E5,1 year,RENT,135196,Default,debt_consolidation,30.4,0,4,0,39.2,23,MD,2022-10-01,1
LC000263,15000,60,23.84,430.13,E,E5,7 years,MORTGAGE,78500,Current,debt_consolidation,20.94,0,10,0,89.6,18,VA,2021-03-01,0
LC000264,10000,36,18.39,363.48,D,D3,< 1 year,RENT,34380,Fully Paid,credit_card,25.86,0,15,0,79.7,25,MO,2016-05-01,0
LC000265,40000,36,12.92,1346.22,B,B5,2 years,OTHER,55881,Fully Paid,debt_consolidation,25.52,0,25,0,66.3,27,MD,2022-02-01,0
LC000266,30000,60,13.25,686.44,C,C4,6 years,RENT,94550,Fully Paid,debt_consolidation,9.79,0,21,1,63.6,21,IL,2017-08-01,0
LC000267,25000,60,16.66,616.75,C,C2,5 years,RENT,142922,Current,debt_consolidation,44.56,0,22,2,40.4,26,MI,2015-06-01,0
LC000268,20000,60,6.62,392.45,A,A5,5 years,RENT,56344,Current,major_purchase,19.58,0,8,0,18.8,20,VA,2021-03-01,0
LC000269,10000,36,7.57,311.38,A,A1,< 1 year,RENT,170633,Current,debt_consolidation,18.71,0,28,0,93.0,47,PA,2022-09-01,0
LC000270,35000,36,12.71,1174.41,B,B2,9 years,RENT,64619,Late (31-120 days),debt_consolidation,25.94,0,4,0,70.5,7,MD,2022-12-01,1
LC000271,7500,60,19.16,195.22,D,D3,1 year,OWN,73661,Fully Paid,credit_card,26.08,0,13,0,1.1,27,IN,2022-10-01,0
LC000272,40000,36,31.52,1731.54,G,G3,< 1 year,MORTGAGE,73312,Late (31-120 days),debt_consolidation,26.02,0,24,2,80.9,43,CA,2019-08-01,1
LC000273,40000,60,7.64,804.18,A,A3,9 years,RENT,43410,Fully Paid,debt_consolidation,16.64,0,28,0,48.5,44,TX,2020-02-01,0
LC000274,10000,36,23.94,392.01,E,E4,6 years,MORTGAGE,43504,Current,other,15.53,0,27,0,5.3,41,WA,2022-05-01,0
LC000275,35000,60,25.16,1030.58,F,F2,6 years,OWN,56704,Fully Paid,credit_card,41.3,0,30,0,91.8,38,NJ,2019-05-01,0
LC000276,20000,60,16.97,496.73,C,C4,3 years,MORTGAGE,71444,Fully Paid,other,14.1,0,3,0,1.2,6,IN,2016-11-01,0
LC000277,7500,36,11.42,247.03,B,B2,9 years,RENT,97526,Current,debt_consolidation,16.92,1,23,0,96.7,26,PA,2019-05-01,0
LC000278,7500,36,13.25,253.61,C,C3,10+ years,MORTGAGE,54252,Fully Paid,other,17.49,5,11,1,26.5,25,NY,2022-04-01,0
LC000279,15000,36,13.29,507.51,C,C2,6 years,RENT,265414,Fully Paid,credit_card,25.71,0,17,0,49.8,37,CA,2015-11-01,0
LC000280,25000,60,12.12,557.63,B,B4,8 years,MORTGAGE,101474,Fully Paid,credit_card,35.34,0,3,0,68.9,18,FL,2020-06-01,0
LC000281,12000,36,13.16,405.25,C,C1,5 years,RENT,56043,Fully Paid,credit_card,17.29,0,25,0,10.7,36,TN,2016-11-01,0
LC000282,15000,36,8.86,476.02,A,A1,9 years,RENT,41019,Current,other,36.53,4,3,0,5.6,4,WA,2016-04-01,0
LC000283,40000,36,15.81,1402.53,C,C5,9 years,RENT,64372,Charged Off,debt_consolidation,5.87,0,4,1,82.1,7,MA,2017-10-01,1
LC000284,25000,36,8.9,793.83,A,A5,3 years,RENT,44233,Default,other,25.92,0,29,1,21.3,30,MD,2017-06-01,1
LC000285,5000,36,8.16,157.05,A,A4,5 years,MORTGAGE,32024,Fully Paid,debt_consolidation,28.45,0,8,0,48.7,8,CA,2017-02-01,0
LC000286,12000,60,11.44,263.55,B,B4,3 years,RENT,45463,Fully Paid,home_improvement,1.69,0,18,0,8.8,27,VA,2021-01-01,0
LC000287,12000,36,29.77,507.91,G,G1,8 years,OWN,59872,Default,home_improvement,35.85,0,18,0,16.0,19,TX,2020-05-01,1
LC000288,12000,60,11.37,263.13,B,B4,< 1 year,MORTGAGE,64065,Fully Paid,debt_consolidation,14.67,0,24,1,23.0,27,NJ,2018-02-01,0
LC000289,40000,36,6.55,1226.87,A,A2,9 years,OWN,96169,Fully Paid,debt_consolidation,6.14,1,23,0,27.0,33,IL,2015-12-01,0
LC000290,10000,60,7.55,200.62,A,A4,2 years,MORTGAGE,46222,Fully Paid,credit_card,27.52,0,20,1,8.6,36,TN,2018-10-01,0
LC000291,40000,60,8.66,823.75,A,A4,3 years,RENT,60452,Current,other,40.42,0,4,0,47.1,20,TX,2021-09-01,0
LC000292,25000,60,17.53,628.46,D,D1,3 years,RENT,131876,Fully Paid,credit_card,13.31,0,5,0,66.9,10,MA,2015-08-01,0
LC000293,20000,36,18.19,724.96,D,D2,5 years,MORTGAGE,77627,Fully Paid,other,33.88,0,22,0,79.4,24,WI,2020-12-01,0
LC000294,20000,36,27.24,819.08,F,F3,1 year,RENT,63017,Fully Paid,small_business,3.02,1,9,0,33.5,26,FL,2022-12-01,0
LC000295,25000,36,25.25,997.3,F,F2,3 years,RENT,129277,Current,other,15.54,0,19,0,47.0,36,MO,2019-08-01,0
LC000296,7500,36,26.1,302.58,F,F1,7 years,RENT,57986,Charged Off,debt_consolidation,31.37,0,30,0,95.2,30,MI,2021-11-01,1
LC000297,40000,36,15.58,1398.0,C,C4,10+ years,RENT,66668,Fully Paid,credit_card,14.68,0,25,0,54.8,39,MI,2017-05-01,0
LC000298,35000,36,16.89,1245.93,C,C3,< 1 year,RENT,73379,Default,other,37.77,0,24,0,16.1,27,TX,2020-10-01,1
LC000299,35000,36,12.68,1173.9,B,B2,< 1 year,MORTGAGE,15000,Fully Paid,credit_card,18.21,0,7,1,92.8,11,CA,2020-11-01,0
LC000300,7500,60,12.6,169.12,B,B5,9 years,MORTGAGE,112407,Current,home_improvement,6.27,0,12,0,61.8,19,MA,2020-02-01,0
LC000301,30000,36,7.42,932.08,A,A5,4 years,RENT,127534,Default,debt_consolidation,42.45,2,14,0,71.6,27,VA,2021-06-01,1
LC000302,10000,60,12.88,226.92,B,B4,1 year,RENT,57085,Fully Paid,small_business,19.07,2,7,0,59.8,11,OH,2019-08-01,0
LC000303,10000,36,11.84,331.38,B,B5,1 year,RENT,76572,Fully Paid,other,33.99,0,8,0,28.9,23,TX,2019-10-01,0
LC000304,15000,36,14.97,519.76,C,C1,2 years,RENT,60725,Fully Paid,other,30.95,0,6,0,49.3,8,WI,2020-10-01,0
LC000305,10000,36,12.51,334.58,B,B4,1 year,RENT,39700,Current,vacation,6.1,0,11,0,63.6,22,TX,2019-05-01,0
LC000306,15000,36,15.79,525.8,C,C2,9 years,MORTGAGE,87211,Current,other,16.31,0,14,0,1.3,30,MI,2020-08-01,0
LC000307,35000,60,7.85,707.16,A,A2,3 years,MORTGAGE,115346,Fully Paid,debt_consolidation,31.6,1,16,0,7.6,20,CA,2022-06-01,0
LC000308,7500,36,24.43,295.94,E,E5,5 years,RENT,33743,Current,credit_card,6.41,0,7,0,98.1,20,FL,2016-01-01,0
LC000309,5000,60,8.13,101.69,A,A1,10+ years,OWN,51806,Fully Paid,debt_consolidation,41.4,0,9,0,35.2,11,IL,2019-10-01,0
LC000310,35000,36,13.77,1192.31,C,C5,9 years,RENT,206902,Fully Paid,debt_consolidation,12.68,2,20,0,72.5,26,IN,2022-06-01,0
LC000311,25000,36,20.94,941.11,D,D1,5 years,OTHER,56846,Fully Paid,debt_consolidation,5.56,0,7,0,36.1,16,MO,2015-02-01,0
LC000312,15000,60,10.71,323.97,B,B5,10+ years,OTHER,58359,Default,other,38.55,2,28,0,67.9,33,CA,2022-11-01,1
LC000313,10000,36,16.9,356.03,C,C1,6 years,OWN,70871,Fully Paid,debt_consolidation,15.24,0,15,0,83.8,30,NC,2019-11-01,0
LC000314,15000,36,17.92,541.68,D,D4,8 years,RENT,84109,Fully Paid,vacation,42.41,0,26,0,6.8,26,PA,2021-10-01,0
LC000315,12000,36,14.99,415.93,C,C1,10+ years,MORTGAGE,196706,Current,other,22.72,0,28,1,54.7,29,AZ,2016-07-01,0
LC000316,15000,60,10.95,325.76,B,B1,8 years,MORTGAGE,39188,Default,debt_consolidation,4.92,0,24,0,53.9,39,TN,2017-09-01,1
LC000317,40000,36,16.35,1413.2,C,C4,5 years,MORTGAGE,53377,Fully Paid,home_improvement,15.7,1,3,0,62.5,15,FL,2021-06-01,0
LC000318,5000,36,8.45,157.72,A,A2,10+ years,RENT,35189,Fully Paid,debt_consolidation,25.56,2,11,0,47.0,11,NJ,2021-10-01,0
LC000319,20000,36,22.2,765.88,E,E1,3 years,RENT,65660,Late (31-120 days),home_improvement,43.62,0,23,0,78.7,40,OH,2019-05-01,1
LC000320,15000,36,12.2,499.65,B,B2,1 year,MORTGAGE,76610,Fully Paid,home_improvement,21.39,0,28,0,82.4,44,MI,2021-11-01,0
LC000321,40000,36,11.64,1321.71,B,B5,10+ years,MORTGAGE,231543,Fully Paid,credit_card,37.08,3,11,1,53.3,30,AZ,2015-09-01,0
LC000322,15000,60,10.03,318.93,B,B3,6 years,RENT,42166,Fully Paid,major_purchase,27.06,0,6,0,2.8,15,MA,2022-09-01,0
LC000323,35000,36,28.41,1455.49,F,F2,2 years,RENT,91690,Fully Paid,debt_consolidation,43.37,0,3,0,89.7,13,WI,2019-02-01,0
LC000324,7500,36,12.32,250.26,B,B1,2 years,RENT,73421,Current,credit_card,42.74,3,11,0,9.0,30,FL,2020-06-01,0
LC000325,40000,36,23.13,1551.1,E,E2,3 years,RENT,60629,Current,medical,31.48,0,20,0,68.3,28,IL,2020-08-01,0
LC000326,25000,36,8.83,793.02,A,A5,10+ years,MORTGAGE,79156,Current,debt_consolidation,16.33,1,6,0,23.6,20,WA,2015-07-01,0
LC000327,25000,60,10.1,532.41,B,B2,2 years,MORTGAGE,165530,Fully Paid,debt_consolidation,3.6,1,18,0,41.3,28,AZ,2016-03-01,0
LC000328,5000,60,9.73,105.57,B,B5,8 years,MORTGAGE,62375,Fully Paid,other,19.95,0,3,0,62.8,13,MD,2016-02-01,0
LC000329,10000,36,31.75,434.16,G,G2,10+ years,OWN,129225,Current,major_purchase,37.2,1,9,0,36.8,21,WA,2018-01-01,0
LC000330,25000,60,15.4,600.01,C,C2,7 years,RENT,80003,Fully Paid,medical,6.72,3,8,1,11.7,24,AZ,2022-11-01,0
LC000331,12000,60,10.13,255.73,B,B3,7 years,RENT,60348,Current,debt_consolidation,30.47,0,16,0,2.9,24,GA,2022-04-01,0
LC000332,25000,60,15.94,607.15,C,C1,5 years,OTHER,58139,Current,credit_card,11.53,0,4,0,93.1,19,VA,2015-01-01,0
LC000333,15000,36,10.97,490.87,B,B4,2 years,OTHER,73418,Charged Off,home_improvement,15.26,0,5,0,53.0,9,NC,2016-06-01,1
LC000334,15000,36,14.74,518.07,C,C3,6 years,RENT,149859,Charged Off,other,7.42,1,18,0,15.1,38,MA,2015-04-01,1
LC000335,35000,36,6.97,1080.22,A,A4,7 years,OWN,35243,Fully Paid,debt_consolidation,38.06,2,6,0,20.4,15,PA,2017-12-01,0
LC000336,7500,36,22.99,290.28,E,E5,< 1 year,OWN,72127,Charged Off,debt_consolidation,4.24,0,12,0,68.1,24,VA,2016-06-01,1
LC000337,40000,36,16.45,1415.18,C,C4,4 years,MORTGAGE,37150,Fully Paid,credit_card,36.07,0,28,0,7.1,47,WA,2016-07-01,0
LC000338,10000,36,18.96,366.36,D,D4,3 years,RENT,90891,Default,debt_consolidation,19.46,1,12,1,60.4,23,FL,2020-09-01,1
LC000339,40000,36,23.52,1559.25,E,E4,9 years,OWN,208183,Fully Paid,debt_consolidation,4.18,0,17,0,64.8,21,TN,2016-05-01,0
LC000340,25000,36,21.19,944.32,E,E3,2 years,MORTGAGE,51755,Charged Off,debt_consolidation,3.44,0,6,0,41.3,20,MD,2019-06-01,1
LC000341,15000,36,19.9,556.69,D,D1,10+ years,OWN,33321,Current,debt_consolidation,34.08,0,28,0,96.7,33,OH,2017-02-01,0
LC000342,30000,36,22.62,1155.36,E,E1,< 1 year,RENT,43703,Charged Off,credit_card,29.6,1,26,0,61.8,45,VA,2021-05-01,1
LC000343,12000,36,7.5,373.27,A,A1,3 years,MORTGAGE,31963,Current,major_purchase,35.55,0,12,0,14.8,25,CA,2016-03-01,0
LC000344,25000,36,9.03,795.34,B,B4,7 years,MORTGAGE,35852,Fully Paid,credit_card,28.37,1,16,0,73.7,35,MO,2019-01-01,0
LC000345,15000,60,14.67,354.26,C,C5,7 years,RENT,75270,Fully Paid,medical,21.3,0,23,0,69.8,23,PA,2019-12-01,0
LC000346,30000,36,10.17,970.41,B,B2,10+ years,RENT,113332,Current,credit_card,32.01,3,29,1,65.3,40,TN,2017-10-01,0
LC000347,30000,36,5.84,910.48,A,A4,3 years,RENT,62924,Current,debt_consolidation,2.12,0,11,0,15.9,27,TX,2016-06-01,0
LC000348,35000,36,5.6,1058.44,A,A2,5 years,MORTGAGE,177578,Current,credit_card,31.06,0,24,0,5.0,38,MA,2016-02-01,0
LC000349,12000,60,21.63,328.91,E,E1,< 1 year,OWN,47019,Charged Off,major_purchase,13.15,0,19,0,87.0,23,VA,2020-03-01,1
LC000350,35000,36,10.06,1130.34,B,B4,< 1 year,RENT,97219,Fully Paid,other,32.18,0,23,0,15.2,39,AZ,2018-03-01,0
LC000351,10000,60,11.87,221.79,B,B4,8 years,MORTGAGE,57523,Current,car,23.28,0,13,0,98.2,18,AZ,2015-07-01,0
LC000352,35000,60,15.89,849.09,C,C5,10+ years,OTHER,130656,Fully Paid,debt_consolidation,14.12,0,29,0,52.8,33,WA,2022-11-01,0
LC000353,5000,36,18.56,182.17,D,D4,10+ years,OWN,44820,Current,home_improvement,32.35,2,19,2,28.4,21,IN,2019-09-01,0
LC000354,35000,36,5.24,1052.76,A,A5,3 years,MORTGAGE,48572,Fully Paid,credit_card,16.78,0,14,0,75.7,17,MA,2019-10-01,0
LC000355,15000,36,32.14,654.48,G,G5,10+ years,MORTGAGE,95590,Charged Off,credit_card,32.17,0,25,0,73.8,28,NJ,2018-06-01,1
LC000356,7500,36,19.11,275.34,D,D4,< 1 year,OWN,43392,Fully Paid,debt_consolidation,26.47,0,15,1,58.4,35,AZ,2022-12-01,0
LC000357,35000,60,29.47,1121.0,G,G2,2 years,OWN,20900,Late (31-120 days),debt_consolidation,9.57,0,26,0,55.9,29,WI,2021-02-01,1
LC000358,5000,60,9.57,105.18,B,B5,5 years,RENT,55805,Current,debt_consolidation,26.53,0,12,1,21.6,27,CA,2016-09-01,0
LC000359,40000,36,9.55,1282.25,B,B5,7 years,MORTGAGE,102952,Fully Paid,debt_consolidation,28.64,1,24,0,86.6,34,NY,2021-07-01,0
LC000360,15000,36,13.5,509.03,C,C4,10+ years,RENT,105954,Fully Paid,other,25.17,0,22,0,75.8,40,IN,2018-08-01,0
LC000361,7500,60,19.43,196.33,D,D5,< 1 year,RENT,129777,Default,debt_consolidation,18.08,0,30,1,34.0,35,AZ,2015-09-01,1
LC000362,15000,60,7.71,302.07,A,A1,4 years,RENT,51628,Fully Paid,credit_card,2.65,4,8,0,5.9,20,FL,2020-03-01,0
LC000363,35000,36,9.46,1120.5,B,B1,3 years,MORTGAGE,75183,Fully Paid,debt_consolidation,2.73,0,16,0,2.9,36,GA,2015-05-01,0
LC000364,35000,36,8.87,1110.87,A,A5,2 years,RENT,59565,Current,home_improvement,16.8,5,28,0,95.3,45,MA,2015-01-01,0
LC000365,20000,60,13.85,463.81,C,C2,7 years,RENT,33336,Charged Off,debt_consolidation,37.83,0,8,0,56.3,17,NY,2021-12-01,1
LC000366,20000,60,20.92,540.17,D,D3,3 years,MORTGAGE,115578,Fully Paid,small_business,31.85,0,24,2,34.2,38,WI,2020-01-01,0
